Source,srcPort,Destination,destPort,firstSize,secondSize,threeSize,flowSize
207.82.136.204,80,190.84.172.101,3198,66,686,674,4053
207.82.136.204,80,190.84.172.101,3199,66,727,750,3127
207.82.136.204,80,190.84.172.101,3200,66,818,64,1012
207.82.136.204,80,190.84.172.101,3201,66,396,1180,6967
207.82.136.204,80,190.84.172.101,3202,66,633,64,827
207.82.136.204,80,190.84.172.101,3203,66,402,1174,12259
207.82.136.204,80,190.84.172.101,3208,66,301,1275,13965
207.82.136.204,80,190.84.172.101,3209,66,1518,1318,5181
207.82.136.204,80,190.84.172.101,3210,66,482,1274,4443
207.82.136.204,80,190.84.172.129,1847,66,313,64,443
207.82.178.219,80,190.84.172.129,1761,66,418,64,548
207.82.178.219,80,190.84.172.129,1762,66,418,64,612
207.82.178.219,80,190.84.172.129,1773,66,418,64,1512
207.82.178.219,80,190.84.172.129,1774,66,418,64,612
207.82.197.121,80,190.84.172.101,3705,66,64,619,749
207.82.228.80,80,190.84.172.129,1749,66,1518,1518,27076
207.82.228.80,80,190.84.172.129,1750,66,362,361,8805
207.82.228.80,80,190.84.172.129,1753,66,1518,1518,48667
207.82.228.80,80,190.84.172.129,1754,66,1518,1518,47341
207.82.228.80,80,190.84.172.129,1755,66,1518,1518,108474
207.82.228.80,80,190.84.172.129,1792,66,1518,1518,19581
207.82.228.80,80,190.84.172.129,1802,66,1518,1518,24418
207.82.228.80,80,190.84.172.129,1803,66,1518,1518,21318
207.82.228.80,80,190.84.172.129,1804,66,1518,1518,25936
207.82.228.80,80,190.84.172.129,1805,66,1518,1518,25936
207.82.228.80,80,190.84.172.129,1806,66,1518,1518,16440
207.82.228.80,80,190.84.172.129,1808,66,1518,1518,206416
207.82.228.80,80,190.84.172.129,1809,66,1518,1518,181667
207.82.228.80,80,190.84.172.129,1810,66,362,360,134256
207.82.228.80,80,190.84.172.129,1812,66,1518,1518,72994
207.82.228.80,80,190.84.172.129,1816,66,1518,1518,20235
207.82.228.80,80,190.84.172.129,1817,66,1518,1518,18346
207.82.228.80,80,190.84.172.129,1821,66,1518,1518,32561
207.82.231.42,80,190.84.172.101,3381,66,465,64,595
207.82.233.138,80,190.84.172.129,1757,66,1518,648,23033
207.82.233.138,80,190.84.172.129,1758,66,1518,1518,74139
207.82.233.138,80,190.84.172.129,1759,66,1518,1518,47839
207.82.233.138,80,190.84.172.129,1765,66,1518,1518,24129
207.82.233.138,80,190.84.172.129,1769,66,1518,648,55565
207.82.233.138,80,190.84.172.129,1770,66,1518,698,52495
214.148.158.132,80,190.84.172.129,1827,66,64,1438,51102
214.148.158.132,80,190.84.172.129,1828,66,198,198,5586
214.148.158.132,80,190.84.172.129,1830,66,64,1438,54419
214.148.158.132,80,190.84.172.129,1831,66,329,1438,82506
214.148.158.132,80,190.84.172.129,1833,66,64,1438,75716
215.1.240.37,80,190.84.172.89,1873,78,800,800,83621
215.1.240.37,80,190.84.172.89,1874,78,800,800,36652
215.1.240.37,80,190.84.172.89,1876,78,617,70,829
215.1.240.37,80,190.84.172.89,1877,78,800,800,24091
215.120.145.73,23,190.84.172.177,1141,64,78,123,3429
215.120.221.182,80,190.84.172.115,51126,78,70,800,15004
215.120.221.182,80,190.84.172.115,51182,78,70,800,3280
215.120.221.182,80,190.84.172.115,51270,78,70,800,15004
215.120.221.182,80,190.84.172.89,1865,78,70,800,10614
215.120.221.182,80,190.84.172.89,1866,78,70,511,799
215.120.221.182,80,190.84.172.89,1867,78,70,579,1468
215.120.221.182,80,190.84.172.89,1868,78,70,800,1756
215.120.221.182,80,190.84.172.89,1869,78,70,602,884
215.120.221.182,80,190.84.172.89,1870,78,70,800,73490
215.120.221.185,80,190.84.172.115,51127,78,70,800,2872
215.120.221.185,80,190.84.172.115,51167,78,70,385,533
215.120.221.185,80,190.84.172.115,51168,78,70,800,27738
215.120.221.185,80,190.84.172.115,51172,78,70,800,6274
215.120.221.185,80,190.84.172.115,51183,78,70,800,21167
215.120.221.185,80,190.84.172.115,51184,78,70,800,5889
215.120.221.185,80,190.84.172.115,51200,78,70,800,22847
215.120.221.185,80,190.84.172.115,51204,78,70,800,24633
215.120.221.185,80,190.84.172.115,51212,78,70,800,33637
215.120.221.185,80,190.84.172.115,51216,78,70,800,23366
215.120.221.185,80,190.84.172.115,51271,78,70,800,2872
215.120.221.185,80,190.84.172.115,51272,78,70,740,888
215.120.221.185,80,190.84.172.115,51273,78,70,394,542
215.120.221.185,80,190.84.172.115,51274,78,70,386,534
215.120.221.185,80,190.84.172.115,51275,78,70,800,28571
215.149.207.199,80,190.84.172.101,3265,66,64,788,17154
215.149.207.199,80,190.84.172.101,3266,66,64,788,25202
215.160.206.100,80,190.84.172.115,51260,78,70,1438,2265
215.160.206.100,80,190.84.172.115,51265,78,70,1438,1813
215.160.206.100,80,190.84.172.115,51266,78,70,1438,17416
215.160.206.100,80,190.84.172.115,51267,78,70,353,501
215.160.206.100,80,190.84.172.115,51268,78,70,1369,1517
215.160.206.100,80,190.84.172.115,51269,78,70,434,652
215.160.206.89,8000,190.84.172.115,51255,78,70,87,13514
215.191.59.189,80,190.84.172.89,1150,78,70,1083,1371
215.210.157.142,80,190.84.172.177,1165,66,64,1518,45534
215.210.157.142,80,190.84.172.177,1166,66,64,615,8199
215.210.157.142,80,190.84.172.177,1173,66,64,340,8469
215.210.157.142,80,190.84.172.177,1191,66,64,176,9887
215.210.157.142,80,190.84.172.177,1192,66,64,277,10813
215.210.157.142,80,190.84.172.177,1193,66,64,1518,4007
215.210.157.142,80,190.84.172.177,1245,66,64,176,14427
215.210.157.142,80,190.84.172.177,1247,66,64,142,7202
215.210.157.142,80,190.84.172.177,1248,66,64,142,9226
215.210.248.111,80,190.84.172.101,3380,66,64,272,530
215.210.248.111,80,190.84.172.101,3396,66,64,272,530
215.210.248.111,80,190.84.172.101,3415,66,64,272,530
215.214.245.17,80,190.84.172.129,1782,66,64,788,6794
215.214.245.64,80,190.84.172.129,1763,66,66,64,196
215.214.245.64,80,190.84.172.129,1766,66,66,66,396
215.216.29.135,80,190.84.172.89,1133,78,70,470,758
215.216.29.190,80,190.84.172.89,1119,64,64,1518,33154
215.216.29.190,80,190.84.172.89,1120,78,70,1518,6971
215.216.29.190,80,190.84.172.89,1121,78,70,403,2497
215.216.29.190,80,190.84.172.89,1122,78,70,1518,2760
215.216.29.190,80,190.84.172.89,1130,64,64,889,11005
215.216.29.190,80,190.84.172.89,1131,64,64,964,5895
215.216.29.190,80,190.84.172.89,1132,64,64,383,639
215.216.29.190,80,190.84.172.89,1134,64,64,571,827
215.216.31.221,80,190.84.172.89,1128,78,70,1518,19504
215.216.31.50,80,190.84.172.89,1123,82,70,70,1184
215.216.31.50,80,190.84.172.89,1124,78,70,424,1246
215.216.31.50,80,190.84.172.89,1125,78,70,409,1184
215.216.31.50,80,190.84.172.89,1126,78,70,424,1292
215.216.31.50,80,190.84.172.89,1127,78,70,409,1269
215.216.31.50,80,190.84.172.89,1129,78,70,410,1231
215.27.205.100,80,190.84.172.89,1116,78,70,1369,4767
215.27.205.100,80,190.84.172.89,1117,78,70,1369,1657
215.27.205.100,80,190.84.172.89,1335,78,70,1369,1657
215.27.205.100,80,190.84.172.89,1336,78,70,1518,7878
215.27.205.100,80,190.84.172.89,1337,78,70,1369,1657
215.27.205.100,80,190.84.172.89,1860,78,70,1148,5957
215.27.205.101,80,190.84.172.115,50992,78,70,197,345
215.27.205.101,80,190.84.172.115,51013,78,70,1518,15928
215.27.205.101,80,190.84.172.115,51014,78,70,197,345
215.27.205.101,80,190.84.172.115,51069,78,70,197,345
215.27.205.101,80,190.84.172.115,51075,78,70,1518,15604
215.27.205.101,80,190.84.172.115,51079,78,70,1518,16619
215.27.205.101,80,190.84.172.115,51125,78,70,1518,19752
215.27.205.101,80,190.84.172.115,51129,78,70,197,345
215.27.205.101,80,190.84.172.115,51207,78,70,197,345
215.27.205.101,80,190.84.172.115,51236,78,70,1518,19910
215.27.205.101,80,190.84.172.115,51237,78,70,1518,4212
215.27.205.101,80,190.84.172.115,51238,78,70,1518,2032
215.27.205.101,80,190.84.172.115,51239,78,70,1309,1457
215.27.205.101,80,190.84.172.115,51240,78,70,651,869
215.27.205.101,80,190.84.172.115,51241,78,70,648,796
215.27.205.101,80,190.84.172.115,51242,78,70,1518,2078
215.27.205.101,80,190.84.172.115,51342,78,70,197,345
215.27.205.101,80,190.84.172.115,51434,78,70,197,345
215.27.205.101,80,190.84.172.115,51485,78,70,197,345
215.27.205.101,80,190.84.172.115,51695,78,70,197,345
215.27.205.101,80,190.84.172.143,32853,78,70,1324,4443
215.27.205.101,80,190.84.172.74,1206,66,64,1468,4740
215.27.205.101,80,190.84.172.89,1145,78,70,1369,5113
215.27.205.101,80,190.84.172.89,1146,78,70,1151,11155
215.27.205.101,80,190.84.172.89,1148,78,70,1141,4866
215.27.205.101,80,190.84.172.89,1151,78,70,1149,3159
215.27.205.101,80,190.84.172.89,1852,78,70,1369,1657
215.27.205.101,80,190.84.172.89,1853,78,70,1369,1657
215.27.205.101,80,190.84.172.89,1854,78,70,1150,6982
215.27.205.101,80,190.84.172.89,1855,78,70,1518,2802
215.27.205.101,80,190.84.172.89,1856,78,70,1518,5333
215.27.205.101,80,190.84.172.89,1857,78,70,1518,2166
215.27.205.101,80,190.84.172.89,1858,78,70,1158,5842
215.27.219.102,80,190.84.172.177,1120,66,64,1518,3447
215.27.219.102,80,190.84.172.177,1131,66,64,1518,2102
215.27.219.102,80,190.84.172.177,1159,66,64,1518,2230
215.27.219.102,80,190.84.172.177,1160,66,64,1180,5828
215.27.219.102,80,190.84.172.177,1161,66,64,1180,6083
215.27.219.102,80,190.84.172.177,1167,66,64,324,646
215.27.219.102,80,190.84.172.177,1197,66,64,1161,4455
215.27.219.102,80,190.84.172.177,1200,66,64,324,646
215.27.219.102,80,190.84.172.177,1222,66,64,324,582
215.27.219.102,80,190.84.172.89,1062,78,70,1192,6150
215.27.219.102,80,190.84.172.89,1063,78,70,1160,5079
215.27.219.102,80,190.84.172.89,1075,78,70,1160,3281
215.27.219.103,80,190.84.172.177,1135,66,64,1518,4428
215.27.219.103,80,190.84.172.89,1035,78,70,1369,1657
215.27.219.103,80,190.84.172.89,1036,78,70,1369,1657
215.27.219.103,80,190.84.172.89,1037,78,70,1170,6040
215.27.220.126,80,190.84.172.89,1135,78,70,1150,6002
215.27.220.126,80,190.84.172.89,1158,78,70,1149,5031
215.27.220.126,80,190.84.172.89,1161,78,70,1149,3776
215.27.220.126,80,190.84.172.89,1162,78,70,1518,1937
215.27.220.158,80,190.84.172.89,1861,78,70,396,684
215.27.222.100,80,190.84.172.101,3695,66,64,1518,12009
215.27.222.100,80,190.84.172.101,3696,66,64,1518,14632
215.27.222.100,80,190.84.172.177,1090,66,64,1518,1648
215.27.222.100,80,190.84.172.177,1095,66,64,324,2689
215.27.222.100,80,190.84.172.177,1107,66,64,1518,3123
215.27.222.100,80,190.84.172.177,1110,66,64,324,4330
215.27.222.100,80,190.84.172.177,1238,66,64,1518,7674
215.27.222.100,80,190.84.172.177,1252,66,64,324,1617
215.27.222.100,80,190.84.172.177,1267,66,64,324,1660
215.27.222.100,80,190.84.172.89,1049,78,70,1178,6180
215.27.222.100,80,190.84.172.89,1055,78,70,1518,1666
215.27.222.100,80,190.84.172.89,1056,78,70,1192,6228
215.27.222.100,80,190.84.172.89,1057,78,70,1192,6240
215.27.222.100,80,190.84.172.89,1058,78,70,1518,1906
215.29.49.79,80,190.84.172.115,50984,64,1518,1518,6928
215.67.102.126,80,190.84.172.115,51026,78,70,800,8014
215.67.102.126,80,190.84.172.74,1127,66,64,308,502
215.67.102.126,80,190.84.172.74,1142,66,64,308,502
215.67.102.126,80,190.84.172.74,1144,66,64,308,502
215.67.102.126,80,190.84.172.74,1146,66,64,308,502
215.67.102.126,80,190.84.172.74,1162,66,64,308,502
215.67.102.126,80,190.84.172.74,1196,66,64,308,502
215.67.102.126,80,190.84.172.74,1212,66,64,308,502
215.67.68.43,7729,190.84.172.74,1117,66,77,64,271
215.67.68.43,7729,190.84.172.74,1168,66,76,64,270
215.67.68.43,7729,190.84.172.74,1170,66,76,64,270
215.67.68.43,7729,190.84.172.74,1172,66,78,64,272
215.67.68.43,7735,190.84.172.74,1103,66,78,64,272
215.67.68.43,7735,190.84.172.74,1105,66,75,64,269
215.84.209.253,80,190.84.172.101,4975,64,182,492,738
215.84.209.253,80,190.84.172.115,51109,64,491,182,737
215.84.209.253,80,190.84.172.115,51110,64,491,182,737
215.84.209.253,80,190.84.172.130,49181,64,1518,939,3194
215.84.209.253,80,190.84.172.179,49200,64,1518,939,3195
215.84.209.253,80,190.84.172.74,1203,64,182,490,736
215.84.209.253,80,190.84.172.91,1835,64,206,517,851
216.220.221.197,21,190.84.172.89,1140,78,663,70,2271
216.220.221.203,80,190.84.172.89,1136,78,70,1518,45468
216.220.221.203,80,190.84.172.89,1137,78,70,1029,14372
216.220.221.203,80,190.84.172.89,1138,78,70,1067,23946
216.220.221.203,80,190.84.172.89,1139,78,70,1027,15595
216.220.221.219,80,190.84.172.89,1105,78,70,1518,14325
216.220.221.219,80,190.84.172.89,1301,78,70,1518,21561
216.220.221.219,80,190.84.172.89,1302,78,70,331,619
216.224.194.172,80,190.84.172.115,51378,78,70,465,613
216.224.194.172,80,190.84.172.115,51379,78,70,1518,46948
216.224.194.172,80,190.84.172.115,51380,78,70,1518,16425
216.224.194.172,80,190.84.172.115,51383,78,70,803,951
216.224.194.172,80,190.84.172.115,51384,78,70,1518,4141
216.224.194.172,80,190.84.172.115,51386,78,70,448,596
216.224.194.172,80,190.84.172.115,51388,78,70,500,648
216.224.194.172,80,190.84.172.115,51390,78,70,481,629
216.224.194.172,80,190.84.172.115,51391,78,70,1518,3604
216.224.194.172,80,190.84.172.115,51395,78,70,500,648
216.224.194.172,80,190.84.172.115,51399,78,70,515,663
216.224.194.172,80,190.84.172.115,51400,78,70,508,656
216.224.194.172,80,190.84.172.115,51401,78,70,514,662
216.224.194.172,80,190.84.172.115,51402,78,70,971,1119
216.224.194.172,80,190.84.172.115,51403,78,70,497,645
216.224.194.172,80,190.84.172.115,51404,78,70,477,625
216.224.194.172,80,190.84.172.115,51405,78,70,544,692
216.224.194.172,80,190.84.172.115,51406,78,70,497,645
216.224.194.172,80,190.84.172.115,51407,78,70,448,666
216.224.194.172,80,190.84.172.115,51408,78,70,495,713
216.224.194.172,80,190.84.172.115,51409,78,70,714,932
216.224.194.172,80,190.84.172.115,51426,78,70,1518,23210
216.32.2.76,80,190.84.172.89,1038,70,64,788,20280
216.32.2.76,80,190.84.172.89,1039,70,64,788,6683
216.32.2.76,80,190.84.172.89,1040,70,64,784,3339
216.32.2.76,80,190.84.172.89,1041,70,64,534,3782
216.32.2.76,80,190.84.172.89,1045,70,64,1288,1550
216.43.16.209,6699,190.84.172.74,1214,66,64,64,2369409
217.60.33.165,6699,190.84.172.74,1154,66,64,64,3273633
220.108.82.18,80,190.84.172.129,1908,66,586,64,716
220.108.82.18,80,190.84.172.129,1915,66,586,64,716
220.108.82.18,80,190.84.172.129,1950,66,586,64,716
220.131.180.95,80,190.84.172.129,1693,66,1518,64,3719
220.131.180.95,80,190.84.172.129,1698,66,1518,1518,10012
220.131.180.95,80,190.84.172.129,1699,66,1518,64,3719
220.131.180.95,80,190.84.172.129,1700,66,1167,1518,4886
220.174.209.27,80,190.84.172.101,3001,64,64,64,192
220.174.209.27,80,190.84.172.101,3002,64,64,64,192
220.174.209.27,80,190.84.172.101,3003,64,64,64,192
220.174.209.27,80,190.84.172.101,3004,64,64,64,192
220.174.209.27,80,190.84.172.101,3005,64,64,64,192
220.174.209.27,80,190.84.172.101,3006,64,64,64,192
220.174.209.27,80,190.84.172.101,3007,64,64,64,192
220.174.209.27,80,190.84.172.101,3008,64,64,64,192
220.174.209.27,80,190.84.172.101,3009,64,64,64,192
220.174.209.27,80,190.84.172.101,3010,64,64,64,192
220.174.209.27,80,190.84.172.101,3011,64,64,64,192
220.174.209.27,80,190.84.172.101,3012,64,64,64,192
220.174.209.27,80,190.84.172.101,3013,64,64,64,192
220.174.209.27,80,190.84.172.101,3014,64,64,64,192
220.174.209.27,80,190.84.172.101,3015,64,64,64,192
220.174.209.27,80,190.84.172.101,3017,64,64,64,192
220.174.209.27,80,190.84.172.101,3018,64,64,64,192
220.174.209.27,80,190.84.172.101,3019,64,64,64,192
220.174.209.27,80,190.84.172.101,3021,64,64,64,192
220.174.209.27,80,190.84.172.101,3024,64,64,64,192
220.174.209.27,80,190.84.172.101,3025,64,64,64,192
220.174.209.27,80,190.84.172.101,3026,64,64,64,192
220.174.209.27,80,190.84.172.101,3027,64,64,64,192
220.174.209.27,80,190.84.172.101,3028,64,64,64,192
220.174.209.27,80,190.84.172.101,3029,64,64,64,192
220.174.209.27,80,190.84.172.101,3030,64,64,64,192
220.174.209.27,80,190.84.172.101,3034,64,64,64,192
220.174.209.27,80,190.84.172.101,3035,64,1518,64,1710
220.174.209.27,80,190.84.172.101,3036,64,64,64,192
220.174.209.27,80,190.84.172.101,3037,64,64,64,192
220.174.209.27,80,190.84.172.101,3038,64,64,64,192
220.174.209.27,80,190.84.172.101,3039,66,1518,1518,1274779
220.174.209.27,80,190.84.172.101,3040,66,365,1518,2702047
220.174.209.27,80,190.84.172.101,3041,66,1518,1518,4467604
220.174.209.27,80,190.84.172.101,3133,66,365,64,495
220.174.209.27,80,190.84.172.101,3134,66,1518,1518,1014894
220.174.209.27,80,190.84.172.101,3221,66,365,1518,926353
220.174.209.27,80,190.84.172.101,3241,66,365,1518,4673563
220.174.209.27,80,190.84.172.101,3255,64,64,64,192
220.174.209.27,80,190.84.172.101,3257,64,64,64,192
220.174.209.27,80,190.84.172.101,3258,64,64,64,192
220.174.209.27,80,190.84.172.101,3259,64,64,64,192
220.174.209.27,80,190.84.172.101,3260,64,64,64,192
220.174.209.27,80,190.84.172.101,3261,64,64,64,192
220.174.209.27,80,190.84.172.101,3262,64,64,64,192
220.174.209.27,80,190.84.172.101,3263,64,64,64,192
220.174.209.27,80,190.84.172.101,3269,64,64,64,192
220.174.209.27,80,190.84.172.101,3270,64,64,64,192
220.174.209.27,80,190.84.172.101,3271,64,64,64,192
220.174.209.27,80,190.84.172.101,3272,64,64,64,192
220.174.209.27,80,190.84.172.101,3273,64,64,64,192
220.174.209.27,80,190.84.172.101,3275,64,64,64,192
220.174.209.27,80,190.84.172.101,3276,64,64,64,192
220.174.209.27,80,190.84.172.101,3277,64,64,64,192
220.174.209.27,80,190.84.172.101,3278,64,64,64,192
220.174.209.27,80,190.84.172.101,3279,64,64,64,192
220.174.209.27,80,190.84.172.101,3280,64,64,64,192
220.174.209.27,80,190.84.172.101,3281,64,64,64,192
220.174.209.27,80,190.84.172.101,3282,64,64,64,192
220.174.209.27,80,190.84.172.101,3283,64,64,64,192
220.174.209.27,80,190.84.172.101,3289,64,64,64,192
220.174.209.27,80,190.84.172.101,3290,64,64,64,192
220.174.209.27,80,190.84.172.101,3294,64,64,64,192
220.174.209.27,80,190.84.172.101,3297,64,64,64,192
220.174.209.27,80,190.84.172.101,3298,64,64,64,192
220.174.209.27,80,190.84.172.101,3299,64,64,64,192
220.174.209.27,80,190.84.172.101,3300,64,64,64,192
220.174.209.27,80,190.84.172.101,3301,64,64,64,192
220.174.209.27,80,190.84.172.101,3302,64,64,64,192
220.174.209.27,80,190.84.172.101,3303,64,64,64,192
220.174.209.27,80,190.84.172.101,3304,64,64,64,192
220.174.209.27,80,190.84.172.101,3317,64,64,64,192
220.174.209.27,80,190.84.172.101,3318,64,64,64,192
220.174.209.27,80,190.84.172.101,3326,64,64,64,192
220.174.209.27,80,190.84.172.101,3330,64,64,64,192
220.174.209.27,80,190.84.172.101,3331,64,64,64,192
220.174.209.27,80,190.84.172.101,3332,64,64,64,192
220.174.209.27,80,190.84.172.101,3340,64,64,64,192
220.174.209.27,80,190.84.172.101,3341,64,64,64,192
220.174.209.27,80,190.84.172.101,3355,64,64,64,192
220.174.209.27,80,190.84.172.101,3356,64,64,64,192
220.174.209.27,80,190.84.172.101,3367,64,64,64,192
220.174.209.27,80,190.84.172.101,3368,64,64,64,192
220.174.209.27,80,190.84.172.101,3383,64,64,64,192
220.174.209.27,80,190.84.172.101,3384,64,64,64,192
220.174.209.27,80,190.84.172.101,3388,64,64,64,192
220.174.209.27,80,190.84.172.101,3391,64,64,64,192
220.174.209.27,80,190.84.172.101,3408,64,64,64,192
220.174.209.27,80,190.84.172.101,3409,64,64,64,192
220.174.209.27,80,190.84.172.101,3425,64,64,64,192
220.174.209.27,80,190.84.172.101,3427,64,64,64,192
220.174.209.27,80,190.84.172.101,3439,64,64,64,192
220.174.209.27,80,190.84.172.101,3440,64,64,64,192
220.174.209.27,80,190.84.172.101,3441,64,64,64,192
220.174.209.27,80,190.84.172.101,3442,64,64,64,192
220.174.209.27,80,190.84.172.101,3443,64,64,64,192
220.174.209.27,80,190.84.172.101,3444,64,64,64,192
220.174.209.27,80,190.84.172.101,3445,64,64,64,192
220.174.209.27,80,190.84.172.101,3446,64,64,64,192
220.174.209.27,80,190.84.172.101,3448,64,64,64,192
220.174.209.27,80,190.84.172.101,3449,64,64,64,192
220.174.209.27,80,190.84.172.101,3451,64,64,64,192
220.174.209.27,80,190.84.172.101,3452,64,64,64,192
220.174.209.27,80,190.84.172.101,3464,64,64,64,192
220.174.209.27,80,190.84.172.101,3469,64,64,64,192
220.174.209.27,80,190.84.172.101,3472,64,64,64,192
220.174.209.27,80,190.84.172.101,3479,64,64,64,192
220.174.209.27,80,190.84.172.101,3483,64,64,64,192
220.174.209.27,80,190.84.172.101,3498,64,64,64,192
220.174.209.27,80,190.84.172.101,3499,64,64,64,192
220.174.209.27,80,190.84.172.101,3503,64,64,64,192
220.174.209.27,80,190.84.172.101,3504,64,64,64,192
220.174.209.27,80,190.84.172.101,3505,64,64,64,192
220.174.209.27,80,190.84.172.101,3506,64,64,64,192
220.174.209.27,80,190.84.172.101,3507,64,64,64,192
220.174.209.27,80,190.84.172.101,3508,64,64,64,192
220.174.209.27,80,190.84.172.101,3510,64,64,64,192
220.174.209.27,80,190.84.172.101,3511,64,64,64,192
220.174.209.27,80,190.84.172.101,3512,64,64,64,192
220.174.209.27,80,190.84.172.101,3513,64,64,64,192
220.174.209.27,80,190.84.172.101,3514,64,64,64,192
220.174.209.27,80,190.84.172.101,3516,64,64,64,192
220.174.209.27,80,190.84.172.101,3518,64,64,64,192
220.174.209.27,80,190.84.172.101,3519,64,64,64,192
220.174.209.27,80,190.84.172.101,3520,64,64,64,192
220.174.209.27,80,190.84.172.101,3521,64,64,64,192
220.174.209.27,80,190.84.172.101,3522,64,64,64,192
220.174.209.27,80,190.84.172.101,3523,64,64,64,192
220.174.209.27,80,190.84.172.101,3524,64,64,64,192
220.174.209.27,80,190.84.172.101,3526,64,64,64,192
220.174.209.27,80,190.84.172.101,3527,64,64,64,192
220.174.209.27,80,190.84.172.101,3528,64,64,64,192
220.174.209.27,80,190.84.172.101,3529,64,64,64,192
220.174.209.27,80,190.84.172.101,3530,64,64,64,192
220.174.209.27,80,190.84.172.101,3531,64,64,64,192
220.174.209.27,80,190.84.172.101,3534,64,64,64,192
220.174.209.27,80,190.84.172.101,3535,64,64,64,192
220.174.209.27,80,190.84.172.101,3536,64,64,64,192
220.174.209.27,80,190.84.172.101,3537,64,64,64,192
220.174.209.27,80,190.84.172.101,3538,64,64,64,192
220.174.209.27,80,190.84.172.101,3539,64,64,64,192
220.174.209.27,80,190.84.172.101,3540,64,64,64,192
220.174.209.27,80,190.84.172.101,3541,64,64,64,192
220.174.209.27,80,190.84.172.101,3542,64,64,64,192
220.174.209.27,80,190.84.172.101,3543,64,64,64,192
220.174.209.27,80,190.84.172.101,3544,64,64,64,192
220.174.209.27,80,190.84.172.101,3545,64,64,64,192
220.174.209.27,80,190.84.172.101,3546,64,64,64,192
220.174.209.27,80,190.84.172.101,3547,64,64,64,192
220.174.209.27,80,190.84.172.101,3548,64,64,64,192
220.174.209.27,80,190.84.172.101,3549,64,64,64,192
220.174.209.27,80,190.84.172.101,3551,64,64,64,192
220.174.209.27,80,190.84.172.101,3552,64,64,64,192
220.174.209.27,80,190.84.172.101,3553,64,64,64,192
220.174.209.27,80,190.84.172.101,3554,64,64,64,192
220.174.209.27,80,190.84.172.101,3558,64,64,64,192
220.174.209.27,80,190.84.172.101,3559,64,64,64,192
220.174.209.27,80,190.84.172.101,3560,64,64,64,192
220.174.209.27,80,190.84.172.101,3561,64,64,64,192
220.174.209.27,80,190.84.172.101,3562,64,64,64,192
220.174.209.27,80,190.84.172.101,3563,64,64,64,192
220.174.209.27,80,190.84.172.101,3564,64,64,64,192
220.174.209.27,80,190.84.172.101,3565,64,64,64,192
220.174.209.27,80,190.84.172.101,3566,64,64,64,192
220.174.209.27,80,190.84.172.101,3567,64,64,64,192
220.174.209.27,80,190.84.172.101,3568,64,64,64,192
220.174.209.27,80,190.84.172.101,3569,64,64,64,192
220.174.209.27,80,190.84.172.101,3572,64,64,64,192
220.174.209.27,80,190.84.172.101,3573,64,64,64,192
220.174.209.27,80,190.84.172.101,3574,64,64,64,192
220.174.209.27,80,190.84.172.101,3575,64,64,64,192
220.174.209.27,80,190.84.172.101,3576,64,64,64,192
220.174.209.27,80,190.84.172.101,3577,64,64,64,192
220.174.209.27,80,190.84.172.101,3578,64,64,64,192
220.174.209.27,80,190.84.172.101,3579,64,64,64,192
220.174.209.27,80,190.84.172.101,3581,64,64,64,192
220.174.209.27,80,190.84.172.101,3582,64,64,64,192
220.174.209.27,80,190.84.172.101,3583,64,64,64,192
220.174.209.27,80,190.84.172.101,3584,64,64,64,192
220.174.209.27,80,190.84.172.101,3585,64,64,64,192
220.174.209.27,80,190.84.172.101,3586,64,64,64,192
220.174.209.27,80,190.84.172.101,3589,64,64,64,192
220.174.209.27,80,190.84.172.101,3590,64,64,64,192
220.174.209.27,80,190.84.172.101,3591,64,64,64,192
220.174.209.27,80,190.84.172.101,3592,64,64,64,192
220.174.209.27,80,190.84.172.101,3593,64,64,64,192
220.174.209.27,80,190.84.172.101,3594,64,64,64,192
220.174.209.27,80,190.84.172.101,3598,64,64,64,192
220.174.209.27,80,190.84.172.101,3599,64,64,64,192
220.174.209.27,80,190.84.172.101,3600,64,64,64,192
220.174.209.27,80,190.84.172.101,3601,64,64,64,192
220.174.209.27,80,190.84.172.101,3602,64,64,64,192
220.174.209.27,80,190.84.172.101,3603,64,64,64,192
220.174.209.27,80,190.84.172.101,3604,64,64,64,192
220.174.209.27,80,190.84.172.101,3605,64,64,64,192
220.174.209.27,80,190.84.172.101,3606,64,64,64,192
220.174.209.27,80,190.84.172.101,3607,64,64,64,192
220.174.209.27,80,190.84.172.101,3608,64,64,64,192
220.174.209.27,80,190.84.172.101,3609,64,64,64,192
220.174.209.27,80,190.84.172.101,3610,64,64,64,192
220.174.209.27,80,190.84.172.101,3611,64,64,64,192
220.174.209.27,80,190.84.172.101,3612,64,64,64,192
220.174.209.27,80,190.84.172.101,3613,64,64,64,192
220.174.209.27,80,190.84.172.101,3614,64,64,64,192
220.174.209.27,80,190.84.172.101,3615,64,64,64,192
220.174.209.27,80,190.84.172.101,3616,64,64,64,192
220.174.209.27,80,190.84.172.101,3617,64,64,64,192
220.174.209.27,80,190.84.172.101,3618,64,64,64,192
220.174.209.27,80,190.84.172.101,3619,64,64,64,192
220.174.209.27,80,190.84.172.101,3620,64,64,64,192
220.174.209.27,80,190.84.172.101,3621,64,64,64,192
220.174.209.27,80,190.84.172.101,3622,64,64,64,192
220.174.209.27,80,190.84.172.101,3626,64,64,64,192
220.174.209.27,80,190.84.172.101,3628,64,64,64,192
